,Unnamed: 0,book_id,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
8020,8020,B10008021,The interpretation of dreams (The Classics of psychiatry & behavioral sciences library),"Part of the bestselling Capstone Classics Series edited by Tom Butler-Bowdon, this collectible, hard-back edition of The Interpretation of Dreams provides an accessible and insightful edition of this important work of psychology Sigmund Freud's The Interpretation of Dreams introduced his ground-breaking theory of the unconscious and explored how interpreting dreams can reveal the true nature of humanity. Regarded as Freud's most significant work, this classic text helped establish the discipline of psychology and is the foundational work in the field of psychoanalysis. Highly readable and engaging, the book both provides a semi-autobiographical look into Freud’s personal life – his holidays in the Alps, spending time with his children, interacting with friends and colleagues – and delves into descriptions and analyses of the dreams themselves. Freud begins with a review of literature on dreams written by a broad range of ancient and contemporary figures – concluding that science has learned little of the nature of dreams in the past several thousand years. Although the prevailing view was that dreams were merely responses to ‘sensory excitation,’ Freud felt that the multifaceted dimensions of dreams could not be attributed solely to physical causes. By the time Freud began writing the book he had interpreted over a thousand dreams of people with psychoses and recognised the connection between the content of dreams and a person’s mental health. Among his conclusions were that a person’s dreams: Prefer using recent impressions, yet also have access to early childhood memories Unify different people, places, events and sensations into one story Usually focus on small or unnoticed things rather than major events Are almost always ‘wish fulfilments’ which are about the self Have many layers of meaning which are often condensed into a single image The Interpretation of Dreams: The Psychology Classic is as riveting today as it was over a century ago. Anyone with interest in the workings of the unconscious mind will find this book an invaluable source of original insights and foundational scientific concepts. This edition includes an insightful Introduction by Sarah Tomley, a psychology writer and practicing psychotherapist. Tomley considers paints a picture of Freud's life and times, reveals the place of The Interpretation of Dreams in the context of Freud's other writings, and draws out the key points of the work.",['Sigmund Freud'],http://books.google.com/books/content?id=ylrRDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ylrRDwAAQBAJ&printsec=frontcover&dq=The+interpretation+of+dreams+(The+Classics+of+psychiatry&hl=&cd=1&source=gbs_api,John Wiley & Sons,2020-04-27,http://books.google.com/books?id=ylrRDwAAQBAJ&dq=The+interpretation+of+dreams+(The+Classics+of+psychiatry&hl=&source=gbs_api,['Psychology'],
6950,6950,B10006951,Time Enough for Love,Follows Lazarus Long through a vast and magnificent timescape of centuries and worlds. and a man so in love with Life that he refused to stop living it; and so in love with Time that he became is own ancestor.--,['Robert A. Heinlein'],http://books.google.com/books/content?id=hmlBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=hmlBEAAAQBAJ&printsec=frontcover&dq=Time+Enough+for+Love&hl=&cd=1&source=gbs_api,Penguin,2021-10-05,http://books.google.com/books?id=hmlBEAAAQBAJ&dq=Time+Enough+for+Love&hl=&source=gbs_api,['Fiction'],31.0
12866,12866,B10012867,"In a Dark House (Crombie, Deborah)","An abandoned Southwark warehouse burns next door to a women's shelter for victims of spousal abuse. Within it lies the charred corpse of a female body burned beyond all recognition. At the same time, workers at Guy's Hospital anxiously discuss the disappearance of a hospital administrator -- a beautiful, emotionally fragile young woman who's vanished without a trace. And in an old, dark, rambling London house, nine-year-old Harriet's awful fears won't be silenced -- as she worries about her feuding parents, her schoolwork . . . and the strange woman who is her only companion in this scary, unfamiliar place. Gemma James and Duncan Kincaid -- lovers and former partners -- have their own pressing concerns. But they must put aside private matters to investigate these disturbing cases. Yet neither Gemma nor Duncan realize how closely the cases are connected -- or how important their resolutions will be for an abducted young child who is frightened, alone . . . and in serious peril.",['Deborah Crombie'],http://books.google.com/books/content?id=hq0UmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=hq0UmAEACAAJ&dq=In+a+Dark+House+(Crombie,+Deborah)&hl=&cd=1&source=gbs_api",Avon,2005-12-27,"http://books.google.com/books?id=hq0UmAEACAAJ&dq=In+a+Dark+House+(Crombie,+Deborah)&hl=&source=gbs_api",['Fiction'],11.0
1744,1744,B10001745,The Ship Who Saved the Worlds,"Two complete novels in one huge volume: The Ship Who Won: Like Helva, the Ship Who Sang, Carialle was born severely physically disadvantaged; and like Helva, Carialle decided she would strap on a spaceship. Her brawn is a guy named Keff. Searching the galaxy for intelligent beings, they found fuzzy little aliens, polite and eager to please. Unfortunately, they were slaves to a race of sorcerers, who possess powers of frightening potency, and who were neither polite nor the least bit eager to please. The Ship Errant: Carialle and Keff had succeeded in liberating the ""globe-frogs"" from their servitude to dictatorial humans, but now they must return them from whence they came. And to get there, they must transit a sector where Carialle was stopped and boarded, experiencing a trauma so intense it nearly destroyed her mind. And it's beginning to look as if the beings who caused this are the very globe-frogs they have just made friends with. . . . At the publisher's request, this title is sold without DRM (Digital Rights Management). ""Fast, furious and fun."" ¾Chicago Sun-Times ""Bright and bubbly entertainment."" ¾Kirkus Reviews ""Oodles of fun."" ¾Locus ""Readers will find themselves riveted by the nonstop action adventure that constantly surpasses even the most jaded reader's expectations, and by a relationship as beautiful as it is indestructible."" ¾Affaire de Coeur","['Anne McCaffrey', 'Jody Lynn Nye']",http://books.google.com/books/content?id=-WF0CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=-WF0CwAAQBAJ&printsec=frontcover&dq=The+Ship+Who+Saved+the+Worlds&hl=&cd=1&source=gbs_api,Baen Publishing Enterprises,2003-12-01,https://play.google.com/store/books/details?id=-WF0CwAAQBAJ&source=gbs_api,['Fiction'],
2144,2144,B10002145,The Federalist Papers,"The Federalist Papers (1787-1788) is a collection of essays and articles by Alexander Hamilton, John Jay, and James Madison. Written in support of the recently completed Constitutional Convention, The Federalist Papers were intended to support the ratification process of the new United States Constitution. When the Constitutional Convention was completed on September 17, 1787 in Philadelphia, the newly-agreed upon Constitution was sent to the states for ratification. As opponents of a strong centralized government began attacking the Constitution in the press, Hamilton recruited Jay and Madison to contribute articles and essays in favor of Federalism to prominent journals and newspapers. Published between October 27, 1787 and May 28, 1788, The Federalist Papers were written by the three authors under the pseudonym “Publius.” Although Hamilton wrote the vast majority, Madison’s and Jay’s contributions are still seen as essential works on the philosophy of American governance. Federalist Nos. 10 and 14, both written by Madison, are regarded as especially significant for arguing for the possibility of effectively governing an expansive republic. In Federalist No. 84, Hamilton argues against adding a Bill of Rights, a proposed compromise with Anti-Federalists that would eventually make up the first ten Amendments to the Constitution. Other important topics introduced or explained in The Federalist Papers include the doctrine of judicial review, the case for a single chief executive, and the purpose of checks and balances. With a beautifully designed cover and professionally typeset manuscript, this edition of The Federalist Papers is a classic of American political history reimagined for modern readers.","['Alexander Hamilton', 'John Jay', 'James Madison']",http://books.google.com/books/content?id=8OEsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8OEsEAAAQBAJ&printsec=frontcover&dq=The+Federalist+Papers&hl=&cd=1&source=gbs_api,Graphic Arts Books,2021-02-16,https://play.google.com/store/books/details?id=8OEsEAAAQBAJ&source=gbs_api,['Political Science'],1.0
8874,8874,B10008875,Code Of The Woosters,The superior valet Jeeves helps extricate Bertie Wooster from the many undignified situations in which he finds himself thanks to his bumbling escapades and zany adventures.,['Pelham Grenville Wodehouse'],http://books.google.com/books/content?id=oFTDtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=oFTDtAEACAAJ&dq=Code+Of+The+Woosters&hl=&cd=1&source=gbs_api,Arrow,2018-06-28,http://books.google.com/books?id=oFTDtAEACAAJ&dq=Code+Of+The+Woosters&hl=&source=gbs_api,['England'],
5263,5263,B10005264,"THE PRIZE; THE EPIC QUEST FOR OIL, MONEY, AND POWER.","The Prize recounts the panoramic history of oil -- and the struggle for wealth power that has always surrounded oil. This struggle has shaken the world economy, dictated the outcome of wars, and transformed the destiny of men and nations. The Prize is as much a history of the twentieth century as of the oil industry itself. The canvas of this history is enormous -- from the drilling of the first well in Pennsylvania through two great world wars to the Iraqi invasion of Kuwait and Operation Desert Storm. The cast extends from wildcatters and rogues to oil tycoons, and from Winston Churchill and Ibn Saud to George Bush and Saddam Hussein. The definitive work on the subject of oil and a major contribution to understanding our century, The Prize is a book of extraordinary breadth, riveting excitement -- and great importance.",['Daniel Yergin'],http://books.google.com/books/content?id=C6pGQvVqNAoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=C6pGQvVqNAoC&printsec=frontcover&dq=THE+PRIZE%3B+THE+EPIC+QUEST+FOR+OIL,+MONEY,+AND+POWER.&hl=&cd=1&source=gbs_api",Simon and Schuster,2012-09-11,"http://books.google.com/books?id=C6pGQvVqNAoC&dq=THE+PRIZE%3B+THE+EPIC+QUEST+FOR+OIL,+MONEY,+AND+POWER.&hl=&source=gbs_api",['Social Science'],14.0
3858,3858,B10003859,Across the Wide & Lonesome Prairie: The Oregon Trail Diary of Hattie Campbell,"Winner of the Pulitzer Prize and the Bancroft Prize. Across the Wide Missouri tells the compelling story of the climax and decline of the Rocky Mountain fur trade during the 1830s. More than a history, it portrays the mountain fur trade as a way of business and a way of life, vividly illustrating how it shaped the expansion of the American West.",['Bernard Augustine De Voto'],http://books.google.com/books/content?id=Az33vAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Az33vAEACAAJ&dq=Across+the+Wide&hl=&cd=1&source=gbs_api,Mariner Books,1987,http://books.google.com/books?id=Az33vAEACAAJ&dq=Across+the+Wide&hl=&source=gbs_api,['Fur trade'],5.0
10646,10646,B10010647,AN EXPERIMENT IN CRITICISM,"Why do we read literature and how do we judge it? C. S. Lewis's classic An Experiment in Criticism springs from the conviction that literature exists for the joy of the reader and that books should be judged by the kind of reading they invite. He argues that 'good reading', like moral action or religious experience, involves surrender to the work in hand and a process of entering fully into the opinions of others: 'in reading great literature I become a thousand men and yet remain myself'. Crucial to his notion of judging literature is a commitment to laying aside expectations and values extraneous to the work, in order to approach it with an open mind. Amid the complex welter of current critical theories, C. S. Lewis's wisdom is valuably down-to-earth, refreshing and stimulating in the questions it raises about the experience of reading.",['C. S. Lewis'],http://books.google.com/books/content?id=5k6BYs5erqEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=5k6BYs5erqEC&printsec=frontcover&dq=AN+EXPERIMENT+IN+CRITICISM&hl=&cd=1&source=gbs_api,Cambridge University Press,2012-03-26,http://books.google.com/books?id=5k6BYs5erqEC&dq=AN+EXPERIMENT+IN+CRITICISM&hl=&source=gbs_api,['Literary Criticism'],9.0
10520,10520,B10010521,Summer Light,"When it comes to love and family, the things you can’t see are what matter most of all. Bestselling novelist Luanne Rice has inspired the devotion of readers everywhere with her “rare combination of realism and romance.”(The New York Times Book Review) Now she presents her most magical novel to date, an entrancing story of love at first sight, the true meaning of family, and angels right here on earth. May Taylor works as a wedding planner, passing on the timeless traditions of her grandmother and mother. The Taylor women have always believed in the presence of magic in everyday life--especially the simple magic of true love and family. Yet May’s own faith in true love was shattered when she was abandoned by the father of her child. Still, she finds joy in raising her daughter Kylie, a very special five-year-old who sees and hears things that others cannot. . . Martin Cartier is a professional hockey player and sports legend. His father, a champion, taught him to play to win--at all costs. Now Martin’s success veils a core of heartache, rage, and isolation. Yet Kylie glimpses the transcendent role Martin will play in May’s life and her own--unless his past tears their blossoming love apart. Then only Kylie will see the way home--and only May will be able to lead them there, if she can believe in magic once more.",['Luanne Rice'],http://books.google.com/books/content?id=yq0_zlnpSHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yq0_zlnpSHkC&pg=PA441&dq=Summer+Light&hl=&cd=1&source=gbs_api,Bantam,2006-06-27,https://play.google.com/store/books/details?id=yq0_zlnpSHkC&source=gbs_api,['Fiction'],9.0
13158,13158,B10013159,Diary of a Mistress,"What should a wife believe? The words of her husband or the diary of his mistress? From the author of Secret Society comes a tale of love and jealousy in which two women struggle to separate fact from fiction. Monica counts her blessings -- she has a husband who is not only devoted to her but is also committed to being a strong, caring father to their twin sons. When Carlos surprises her with an unforgettably romantic getaway, Monica knows her husband is still very much in love with her -- and she with him. But an unexpected package threatens to change everything Monica's ever believed about her husband. Angela has adopted a sex-them-and-leave-them attitude toward the married men she's bedded over the last five years. Then she met Monica's Carlos. Now she will stop at nothing to get him for herself -- even if that means destroying her own life and another woman's family.",['Miasha'],http://books.google.com/books/content?id=sO4bpoR2RuIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=sO4bpoR2RuIC&dq=Diary+of+a+Mistress&hl=&cd=1&source=gbs_api,Simon and Schuster,2006-08-01,http://books.google.com/books?id=sO4bpoR2RuIC&dq=Diary+of+a+Mistress&hl=&source=gbs_api,['Fiction'],11.0
7222,7222,B10007223,Undercurrents (Boldt/Matthews),"Fans of Laura Lippman and A. S. A. Harrison will love this haunting psychological thriller. For twenty years, Henry Evans has been haunted by the memory of Francesca, the one that got away. When he travels to England to reconnect with his long-lost love, what he finds is a horrific shock: Francesca has been imprisoned for murdering her five-year-old son. But Henry refuses to believe Francesca is guilty, even if she did confess—in chilling detail—to drowning her own child. In his search for the truth, Henry will find that the darkest of evils are hidden deep beneath the surface …",['Frances Fyfield'],http://books.google.com/books/content?id=YXqxAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YXqxAAAAQBAJ&printsec=frontcover&dq=Undercurrents+(Boldt/Matthews)&hl=&cd=1&source=gbs_api,Harper Collins,2014-01-07,https://play.google.com/store/books/details?id=YXqxAAAAQBAJ&source=gbs_api,['Fiction'],1.0
6177,6177,B10006178,"No More Secrets, No More Lies: A Handbook To Starseed Awakening (The Sirian Revelations) (Vol 3)","Building on the historical perspective that characterized the previous book in the trilogy, Atlantis Rising, this final volume asks readers to remember that when they decided to come to this earth adventure... blowing down the Establishment Walls would be a Herculean task. But, she adds, Fall they would indeed. Hastening this necessary next step in evolution to higher being, says author Patricia Cori, requires understanding the forces at work and how to challenge and conquer them. No More Secrets, No More Lies unmasks the lies that have been employed to disempower the human race, while illuminating the tools necessary for those who intend to ascend with a revitalized Planet Earth. Intended as a guide for overcoming the designs of the dark warriors, and a blueprint for achieving the absolute freedom that is our true birthright as the super race of the realm, this provocative book brilliantly integrates into a larger schema such issues as media manipulation, racism, dark forces, crop circles, our food and water, and imminent extraterrestrial contacts, with the cosmic unfolding of human awareness and the evolutionary activation of our complex DNA codes our blueprint to immortality.",['Patricia Cori'],http://books.google.com/books/content?id=hNWUMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=hNWUMQEACAAJ&dq=No+More+Secrets,+No+More+Lies:+A+Handbook+To+Starseed+Awakening+(The+Sirian+Revelations)+(Vol+3)&hl=&cd=1&source=gbs_api",ReadHowYouWant,2012-06-01,"http://books.google.com/books?id=hNWUMQEACAAJ&dq=No+More+Secrets,+No+More+Lies:+A+Handbook+To+Starseed+Awakening+(The+Sirian+Revelations)+(Vol+3)&hl=&source=gbs_api","['Body, Mind & Spirit']",1.0
5805,5805,B10005806,Suburban Safari: A Year on the Lawn,"The suburban lawn sprouts a crop of contradictory myths. To some, it's a green oasis; to others, it's eco-purgatory. Science writer Hannah Holmes spent a year appraising the lawn through the eyes of the squirrels, crows, worms, and spiders who think of her backyard as their own. Suburban Safari is a fascinating and often hilarious record of her discoveries: that many animals adore the suburban environment, including bears and cougars venturing in from the woods; how plants, in their struggle for dominance, communicate with their own kind and battle other species; and that ways already exist for us to grow healthier, livelier lawns.",['Hannah Holmes'],http://books.google.com/books/content?id=ad0BbrqsaakC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ad0BbrqsaakC&dq=Suburban+Safari:+A+Year+on+the+Lawn&hl=&cd=1&source=gbs_api,Bloomsbury Publishing USA,2008-12-01,http://books.google.nl/books?id=ad0BbrqsaakC&dq=Suburban+Safari:+A+Year+on+the+Lawn&hl=&source=gbs_api,['Nature'],9.0
7203,7203,B10007204,Creating Your Own Antique Jewelry: Taking Inspiration from Great Museums Around the World (Jewelry Crafts),"Features step-by-step projects and full-color examples Create unique jewelry to wear with everything from jeans to a ball gown! Want to make your own jewelry? This easy-to-follow guide gives you lots of hands-on instruction in making simple, fabulous jewelry and working with beads. From wire wrapping and knotting to weaving and polishing, you'll get all the skills you need to make necklaces, bracelets, earrings, pins, key chains, wine charms and items for the home. Discover how to * Create funky and elegant designs * Work with leather, silver, and stones * String, knot, and weave beads * Avoid common mistakes * Host a trendy jewelry party",['Heather Dismore'],http://books.google.com/books/content?id=dVcW1DPS3pYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dVcW1DPS3pYC&pg=PT247&dq=Creating+Your+Own+Antique+Jewelry:+Taking+Inspiration+from+Great+Museums+Around+the+World+(Jewelry+Crafts)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2011-03-04,http://books.google.com/books?id=dVcW1DPS3pYC&dq=Creating+Your+Own+Antique+Jewelry:+Taking+Inspiration+from+Great+Museums+Around+the+World+(Jewelry+Crafts)&hl=&source=gbs_api,['Crafts & Hobbies'],2.0
6194,6194,B10006195,Wedding Planning For Dummies (For Dummies (Lifestyles Paperback)),"Congratulations, you’re planning a wedding! Besides obtaining a fancy tuxedo and a stunning gown, organizing a wedding ceremony takes creativity, planning, diplomacy, and nerve. The whole ordeal can seem overwhelming at first, but with a little guidance, you’ll pull off a wedding people will remember for ages. Wedding Planning For Dummies, 2nd Edition demystifies and simplifies all the details that go into the Big Day, providing inspiration and innovative ideas to personalize your wedding celebration and, of course, make it fun for everyone—especially you! This one-stop guide is all you need to: Design a comprehensive schedule for a snag-free wedding day Keep track of expenses with a wedding budget Negotiate contracts and surf online for deals Get those pesky financial technicalities out of the way Plan a weekend wedding, a themed wedding, and other celebrations Select a suitable wedding party Plan for various customs and rites Get the decorative effect you want Throw a great reception with music, food, drink, and cake! Handle gifts, registries, rings, photos, and the honeymoon Packed with tips for saving money and common kitsch you should avoid, this is the ultimate guide to satisfying everyone on the Big Day. You’ll discover the confidence you need to make the wedding of your dreams come true with Wedding Planning For Dummies, 2nd Edition!","['Marcy Blum', 'Laura F. Kaiser']",http://books.google.com/books/content?id=Egfv7aBURTgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Egfv7aBURTgC&printsec=frontcover&dq=Wedding+Planning+For+Dummies+(For+Dummies+(Lifestyles+Paperback))&hl=&cd=1&source=gbs_api,John Wiley & Sons,2011-03-08,http://books.google.com/books?id=Egfv7aBURTgC&dq=Wedding+Planning+For+Dummies+(For+Dummies+(Lifestyles+Paperback))&hl=&source=gbs_api,['Reference'],1.0
4344,4344,B10004345,Song of the Hummingbird,"On her death bed, Huitzitzilin, an old woman of royal Mexican heritage, tells young Father Benito of her life, what the Aztec culture was like before the arrival of the Spanish, and how an initial alliance between the two cultures resulted in the annihilation of a proud race",['Graciela Limón'],http://books.google.com/books/content?id=awl_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=awl_ngEACAAJ&dq=Song+of+the+Hummingbird&hl=&cd=1&source=gbs_api,Arte Publico Press,1996,http://books.google.com/books?id=awl_ngEACAAJ&dq=Song+of+the+Hummingbird&hl=&source=gbs_api,['Fiction'],
31,31,B10000032,A Tale of Love and Darkness,"The International Bestselling memoir from award-winning author Amos Oz, ""one of Isreal's most prolific writers and respected intellectuals"" (The New York Times), about his turbulent upbringing in the city of Jerusalem in the era of the dissolution of Mandatory Palestine and the beginning of the State of Israel. Winner of the National Jewish Book Award ""[An] ingenious work that circles around the rise of a state, the tragic destiny of a mother, a boy’s creation of a new self.""—The New Yorker A family saga and a magical self-portrait of a writer who witnessed the birth of a nation and lived through its turbulent history. A Tale of Love and Darkness is the story of a boy who grows up in war-torn Jerusalem, in a small apartment crowded with books in twelve languages and relatives speaking nearly as many. The story of an adolescent whose life has been changed forever by his mother’s suicide. The story of a man who leaves the constraints of his family and community to join a kibbutz, change his name, marry, have children. The story of a writer who becomes an active participant in the political life of his nation. ""One of the most enchanting and deeply satisfying books that I have read in many years.""—New Republic",['Amos Oz'],http://books.google.com/books/content?id=qCtBgOEYmCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qCtBgOEYmCMC&printsec=frontcover&dq=A+Tale+of+Love+and+Darkness&hl=&cd=1&source=gbs_api,HarperCollins,2005-11-01,https://play.google.com/store/books/details?id=qCtBgOEYmCMC&source=gbs_api,['Biography & Autobiography'],15.0
12570,12570,B10012571,The day Christ was born,"A reissue of the classic retelling of the Nativity. ""Written with dignity, unerring taste, and with no straining for effects.""--Chicago Sunday Tribune",['Jim Bishop'],http://books.google.com/books/content?id=xAawtwm2R_sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xAawtwm2R_sC&pg=PP1&dq=The+day+Christ+was+born&hl=&cd=1&source=gbs_api,Harper Collins,1989-10-04,http://books.google.com/books?id=xAawtwm2R_sC&dq=The+day+Christ+was+born&hl=&source=gbs_api,['Religion'],2.0
10005,10005,B10010006,Rumspringa: To Be or Not to Be Amish,"An analysis of Amish youth culture profiles the coming-of-age ritual known as the rumspringa, during which sixteen-year-old Amish adolescents are permitted to venture outside of the bounds of their faith, experiment with alcohol and smoking, wear trendy clothes, and ultimately decide if they want to remain detached from the outside world. Reprint.",['Tom Shachtman'],http://books.google.com/books/content?id=YMOyn6iOlCkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YMOyn6iOlCkC&printsec=frontcover&dq=Rumspringa:+To+Be+or+Not+to+Be+Amish&hl=&cd=1&source=gbs_api,Macmillan,2007-05-29,http://books.google.com/books?id=YMOyn6iOlCkC&dq=Rumspringa:+To+Be+or+Not+to+Be+Amish&hl=&source=gbs_api,['Social Science'],10.0
7934,7934,B10007935,PT 109: John F. Kennedy in World War II,"An account of John F. Kennedy's naval service in World War II, particularly of the rescue of his crew after his PT boat was destroyed.",['Robert J. Donovan'],http://books.google.com/books/content?id=4ggiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=4ggiAAAAMAAJ&q=PT+109:+John+F.+Kennedy+in+World+War+II&dq=PT+109:+John+F.+Kennedy+in+World+War+II&hl=&cd=1&source=gbs_api,New York ; Toronto : McGraw-Hill,1961,http://books.google.com/books?id=4ggiAAAAMAAJ&dq=PT+109:+John+F.+Kennedy+in+World+War+II&hl=&source=gbs_api,['Presidents'],
5712,5712,B10005713,The general,"The book John Kelly reads every time he gets a promotion to remind him of ‘the perils of hubris, the pitfalls of patriotism and duty unaccompanied by critical thinking’ The most vivid, moving – and devastating – word-portrait of a World War One British commander ever written, here re-introduced by Max Hastings.",['C. S. Forester'],http://books.google.com/books/content?id=ZbM0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZbM0DwAAQBAJ&pg=PP1&dq=The+general&hl=&cd=1&source=gbs_api,HarperCollins UK,2017-09-14,https://play.google.com/store/books/details?id=ZbM0DwAAQBAJ&source=gbs_api,['Fiction'],2.0
11292,11292,B10011293,Apache Server 2 Bible,"Best-selling author Mohammed Kabir expands coverage to include how to make practical use of the Apache Server. Written in the Bible's well-known comprehensive style, this book covers the ""new"" release of the award-winning Apache Web Server software.",['Mohammed J. Kabir'],http://books.google.com/books/content?id=dfoFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dfoFAAAACAAJ&dq=Apache+Server+2+Bible&hl=&cd=1&source=gbs_api,Wiley,2002-03-29,http://books.google.com/books?id=dfoFAAAACAAJ&dq=Apache+Server+2+Bible&hl=&source=gbs_api,['Computers'],1.0
11254,11254,B10011255,Hostile Makeover: A Crime of Fashion Mystery,"As makeover madness sweeps the nation's capital, reporter Lacey Smithsonian interviews TV show makeover success story Amanda Manville. But with Amanda's beauty comes a beast in the form of a stalker with vicious intentions—and Lacey may be the only one who can stop him.",['Ellen Byerrum'],http://books.google.com/books/content?id=Sqddgz4BYu0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Sqddgz4BYu0C&printsec=frontcover&dq=Hostile+Makeover:+A+Crime+of+Fashion+Mystery&hl=&cd=1&source=gbs_api,Penguin,2005-08-02,http://books.google.com/books?id=Sqddgz4BYu0C&dq=Hostile+Makeover:+A+Crime+of+Fashion+Mystery&hl=&source=gbs_api,['Fiction'],4.0
8885,8885,B10008886,Guide to the Sabbat: A Sourcebook for Vampire the Masquerade,"The most feared undead in existence, the Sabbat are the primary foes of Vampire characters. This book provides extensive information on this terrible sect, including history, new clans and rules for running one of the Sabbat.","['Steven C. Brown', 'Jeff Starling']",http://books.google.com/books/content?id=BAS3PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=BAS3PAAACAAJ&dq=Guide+to+the+Sabbat:+A+Sourcebook+for+Vampire+the+Masquerade&hl=&cd=1&source=gbs_api,White Wolf Pub,1994-12-01,http://books.google.com/books?id=BAS3PAAACAAJ&dq=Guide+to+the+Sabbat:+A+Sourcebook+for+Vampire+the+Masquerade&hl=&source=gbs_api,['Fantasy games'],
4819,4819,B10004820,The Devil's Larder,"Collects sixty-four short stories about appetite, food, and desire.",['Jim Crace'],http://books.google.com/books/content?id=3CL_v3Hqz3cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=3CL_v3Hqz3cC&printsec=frontcover&dq=The+Devil%27s+Larder&hl=&cd=1&source=gbs_api,Macmillan,2002-09-07,http://books.google.com/books?id=3CL_v3Hqz3cC&dq=The+Devil%27s+Larder&hl=&source=gbs_api,['Fiction'],6.0
10621,10621,B10010622,The Very Best of Fingerstyle Guitar: 25 Songs Arranged for Solo Guitar in Standard Notation and Tablature (Guitar Solo),(Guitar Solo). 15 Enya favorites carefully arranged for intermediate-level guitarists. Each solo combines melody and harmony in one superb fingerpicking arrangement. This book also includes an easy introduction to basic fingerstyle guitar. Songs include: Caribbean Blue * Fairytale * Lothlorien * No Holly for Miss Quinn * One by One * Pilgrim * Portrait * Watermark * and more.,['Enya'],http://books.google.com/books/content?id=qYN3PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=qYN3PgAACAAJ&dq=The+Very+Best+of+Fingerstyle+Guitar:+25+Songs+Arranged+for+Solo+Guitar+in+Standard+Notation+and+Tablature+(Guitar+Solo)&hl=&cd=1&source=gbs_api,Hal Leonard Publishing Corporation,2009-10-01,http://books.google.nl/books?id=qYN3PgAACAAJ&dq=The+Very+Best+of+Fingerstyle+Guitar:+25+Songs+Arranged+for+Solo+Guitar+in+Standard+Notation+and+Tablature+(Guitar+Solo)&hl=&source=gbs_api,['Music'],
